Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Vehicle_Type,Driver_Age,Driver_Gender,Speed_Limit,Alcohol_Involved,Cause_of_Accident
827,2023-07-29,03:00:31,Arellanomouth,Windy,Wet,Dark with street lights,4,3,Serious,Motorbike,71,Male,110,Yes,Mechanical Failure
828,2023-11-14,21:21:25,Port Walter,Snow,Dry,Dark with street lights,4,2,Fatal,Bus,60,Female,90,No,Overspeeding
829,2023-08-29,22:10:19,Evansstad,Windy,Dry,Dark without lights,4,5,Serious,Bicycle,39,Female,110,Yes,Distracted Driving
830,2025-03-20,09:27:08,North Nathanielfort,Rainy,Snowy,Daylight,5,5,Serious,Motorbike,41,Female,110,Yes,Mechanical Failure
831,2023-09-13,12:49:53,Leechester,Clear,Wet,Dark without lights,1,2,Fatal,Bicycle,79,Female,30,Yes,Other
832,2024-09-02,17:51:33,Blakefurt,Windy,Snowy,Daylight,4,1,Minor,Bus,56,Male,70,Yes,Mechanical Failure
833,2023-09-19,08:21:31,New Andreachester,Clear,Dry,Dark with street lights,5,4,Fatal,Truck,45,Male,50,No,Distracted Driving
834,2024-07-01,23:04:01,Tiffanyside,Stormy,Icy,Dark with street lights,4,5,Fatal,Bus,62,Female,30,Yes,Bad Weather
835,2023-11-19,04:38:01,North Deborahville,Stormy,Dry,Dark without lights,5,1,Fatal,Bus,47,Male,90,Yes,Bad Weather
836,2025-04-27,17:25:13,Michaelfort,Rainy,Dry,Dark with street lights,1,3,Minor,Bus,73,Female,90,No,Bad Weather
837,2025-01-08,23:45:07,Port Lydia,Snow,Snowy,Dark with street lights,2,4,Minor,Bus,37,Male,110,No,Overspeeding
838,2023-09-04,16:10:25,Johnsview,Rainy,Snowy,Daylight,2,1,Minor,Motorbike,56,Male,50,Yes,Distracted Driving
839,2025-01-06,16:33:43,East Michaelstad,Clear,Icy,Daylight,5,4,Fatal,Truck,27,Female,90,No,Drunk Driving
840,2023-12-02,16:58:15,North Christineport,Stormy,Icy,Dark with street lights,2,3,Minor,Truck,79,Male,30,No,Overspeeding
841,2024-12-26,13:23:13,East Michaelmouth,Windy,Snowy,Daylight,5,0,Serious,Bicycle,41,Female,110,No,Mechanical Failure
842,2023-10-07,08:49:45,Port John,Snow,Snowy,Dark with street lights,5,2,Serious,Car,38,Male,50,No,Bad Weather
843,2024-01-27,10:53:58,Robinsonton,Stormy,Wet,Dark with street lights,4,3,Serious,Truck,73,Male,110,Yes,Mechanical Failure
844,2024-08-15,02:38:17,Mackenzieton,Fog,Icy,Dark without lights,3,2,Fatal,Bicycle,62,Male,30,Yes,Overspeeding
845,2023-07-16,01:35:46,Robertland,Windy,Wet,Daylight,1,3,Serious,Bicycle,68,Female,50,Yes,Other
846,2023-10-08,03:58:12,North Aliciaville,Stormy,Dry,Dark without lights,2,4,Serious,Bus,45,Female,70,No,Distracted Driving
847,2023-10-31,00:55:28,Fitzpatrickfurt,Windy,Wet,Dark without lights,3,3,Fatal,Truck,71,Male,90,No,Distracted Driving
848,2023-05-26,18:37:22,Andreaside,Clear,Dry,Daylight,5,0,Minor,Bus,71,Male,30,Yes,Bad Weather
849,2024-08-02,13:59:39,Brownfort,Clear,Icy,Daylight,4,3,Fatal,Bicycle,64,Female,50,No,Drunk Driving
850,2023-05-30,06:38:57,Jenniferside,Stormy,Icy,Daylight,3,4,Fatal,Car,53,Female,30,No,Overspeeding
851,2023-09-20,19:32:31,Port George,Stormy,Snowy,Daylight,5,5,Minor,Motorbike,24,Female,70,No,Overspeeding
852,2024-11-23,02:54:20,South Melissastad,Snow,Icy,Dark without lights,4,4,Minor,Bicycle,51,Male,90,Yes,Bad Weather
853,2024-12-27,15:05:56,North Savannahfurt,Clear,Icy,Daylight,4,0,Serious,Bus,25,Female,30,No,Mechanical Failure
854,2023-12-11,03:58:51,Lopeztown,Windy,Snowy,Dark without lights,2,1,Serious,Bus,77,Male,110,No,Overspeeding
855,2024-04-15,17:19:27,Richardview,Rainy,Snowy,Dark without lights,2,4,Serious,Bicycle,80,Male,50,No,Mechanical Failure
856,2023-06-22,04:50:20,Tammychester,Snow,Snowy,Daylight,5,4,Fatal,Truck,79,Female,90,No,Drunk Driving
857,2024-02-14,23:30:27,North Robertbury,Stormy,Wet,Daylight,5,5,Minor,Van,45,Male,90,Yes,Other
858,2023-09-18,00:30:59,Bensonmouth,Windy,Snowy,Dark with street lights,5,2,Fatal,Motorbike,60,Female,30,Yes,Overspeeding
859,2025-03-23,11:47:04,North Lauraborough,Fog,Dry,Dark with street lights,4,1,Minor,Bicycle,45,Male,70,Yes,Drunk Driving
860,2025-01-01,15:06:07,Sherristad,Fog,Icy,Dark without lights,4,2,Serious,Car,26,Male,110,Yes,Mechanical Failure
861,2024-05-28,10:25:31,New Michelle,Stormy,Wet,Daylight,3,1,Minor,Van,22,Male,70,No,Mechanical Failure
862,2024-04-26,17:41:57,South Jeffrey,Rainy,Wet,Daylight,1,2,Serious,Car,38,Female,30,Yes,Distracted Driving
863,2024-09-13,01:38:41,West Jenniferhaven,Fog,Snowy,Dark with street lights,4,1,Serious,Motorbike,57,Female,30,No,Bad Weather
864,2024-04-30,19:40:46,New Travisshire,Stormy,Dry,Daylight,3,0,Fatal,Truck,73,Female,90,No,Overspeeding
865,2024-03-14,08:11:16,Youngville,Windy,Snowy,Daylight,1,4,Fatal,Bus,74,Female,30,Yes,Overspeeding
866,2023-07-31,03:04:47,Port Michael,Fog,Dry,Dark with street lights,2,3,Serious,Motorbike,72,Female,110,No,Distracted Driving
867,2025-04-06,18:07:41,Hudsonport,Clear,Snowy,Daylight,4,2,Fatal,Van,42,Male,30,Yes,Bad Weather
868,2025-02-08,01:17:05,Gregorytown,Fog,Dry,Daylight,3,3,Fatal,Motorbike,58,Male,90,No,Drunk Driving
869,2024-05-14,19:15:42,West Deborah,Windy,Snowy,Dark with street lights,1,2,Minor,Van,42,Female,90,Yes,Mechanical Failure
870,2023-08-20,15:12:56,Choitown,Clear,Snowy,Dark with street lights,2,3,Minor,Van,42,Female,50,No,Overspeeding
871,2024-10-25,18:33:30,East Katrinahaven,Stormy,Wet,Daylight,2,3,Minor,Truck,36,Female,50,Yes,Overspeeding
872,2025-01-13,21:57:30,North Dennisburgh,Rainy,Wet,Dark without lights,4,0,Serious,Bicycle,25,Female,110,No,Drunk Driving
873,2023-07-18,14:42:42,South Amanda,Clear,Wet,Dark without lights,2,4,Serious,Van,71,Female,90,Yes,Other
874,2024-06-18,05:26:05,Cochranburgh,Rainy,Dry,Daylight,5,1,Minor,Bus,33,Female,90,No,Other
875,2024-09-30,18:22:47,North Lauren,Rainy,Wet,Dark without lights,3,3,Minor,Bicycle,23,Male,110,Yes,Bad Weather
876,2024-12-06,06:56:43,Port Marcia,Snow,Snowy,Dark with street lights,5,2,Minor,Motorbike,36,Female,30,No,Mechanical Failure
877,2025-04-27,11:35:30,Port Ryanton,Clear,Dry,Dark with street lights,4,1,Minor,Car,79,Female,30,Yes,Distracted Driving
878,2025-04-01,00:38:37,Robinsonberg,Rainy,Wet,Dark with street lights,3,5,Minor,Truck,70,Female,30,No,Mechanical Failure
879,2023-09-17,00:52:21,Paceview,Stormy,Wet,Dark with street lights,1,0,Fatal,Truck,51,Female,90,Yes,Bad Weather
880,2025-02-08,08:54:02,Lake Jamesland,Clear,Snowy,Dark without lights,3,3,Fatal,Truck,59,Male,110,No,Mechanical Failure
881,2024-04-26,14:28:19,Ariasville,Clear,Dry,Dark without lights,4,5,Serious,Truck,69,Female,90,No,Other
882,2023-08-16,01:52:17,New Sarahstad,Clear,Dry,Dark without lights,4,0,Fatal,Bicycle,52,Male,110,No,Drunk Driving
883,2023-09-19,04:30:46,Katherinestad,Clear,Dry,Dark with street lights,2,1,Serious,Bus,31,Female,30,No,Other
884,2024-06-30,18:04:30,Port Amandaview,Fog,Wet,Dark without lights,2,1,Fatal,Bus,61,Male,30,Yes,Mechanical Failure
885,2023-07-25,01:21:24,North Tamitown,Stormy,Icy,Dark with street lights,5,2,Fatal,Truck,57,Male,70,Yes,Mechanical Failure
886,2023-08-05,03:54:44,Josephbury,Rainy,Icy,Dark without lights,3,5,Serious,Bus,25,Female,110,No,Bad Weather
887,2024-02-24,19:17:18,Lake Jakeview,Stormy,Snowy,Daylight,1,4,Serious,Car,28,Male,70,No,Distracted Driving
888,2024-09-02,21:41:25,West Joseph,Snow,Icy,Dark with street lights,2,4,Minor,Bus,25,Male,50,Yes,Other
889,2023-07-07,00:53:39,East Kim,Snow,Icy,Dark without lights,1,5,Minor,Bus,56,Male,110,No,Mechanical Failure
890,2023-07-09,04:48:55,Welchburgh,Clear,Icy,Dark without lights,3,4,Serious,Bicycle,32,Male,30,Yes,Drunk Driving
891,2024-07-14,04:37:51,New Matthewmouth,Snow,Icy,Dark with street lights,1,1,Serious,Bus,31,Female,70,Yes,Mechanical Failure
892,2023-05-06,09:51:39,North Marystad,Clear,Icy,Dark without lights,5,4,Serious,Car,23,Male,110,Yes,Mechanical Failure
893,2023-10-08,11:45:59,Port Roy,Fog,Snowy,Daylight,1,1,Fatal,Bus,46,Female,50,Yes,Other
894,2024-04-08,14:36:09,Tuckerchester,Rainy,Dry,Daylight,4,4,Fatal,Car,29,Female,110,No,Overspeeding
895,2024-06-07,05:28:02,Jonathanhaven,Clear,Dry,Dark without lights,5,2,Minor,Van,49,Male,70,No,Bad Weather
896,2024-01-08,08:52:12,North Allison,Clear,Snowy,Dark with street lights,2,5,Minor,Bicycle,57,Female,50,No,Other
897,2024-06-25,16:35:34,Sharonhaven,Stormy,Icy,Dark with street lights,1,4,Fatal,Motorbike,48,Male,90,Yes,Other
898,2025-02-22,18:27:01,New Suzannechester,Fog,Snowy,Dark with street lights,1,3,Minor,Car,74,Male,90,Yes,Overspeeding
899,2025-04-27,20:51:14,Teresastad,Snow,Icy,Dark without lights,2,3,Serious,Car,45,Male,110,No,Bad Weather
900,2024-09-05,06:03:21,Nicholasfort,Snow,Dry,Dark without lights,3,3,Minor,Motorbike,42,Female,70,Yes,Overspeeding
901,2023-10-29,23:52:18,New William,Stormy,Icy,Dark with street lights,1,1,Minor,Bicycle,30,Female,30,No,Drunk Driving
902,2023-06-12,15:36:38,Portertown,Windy,Dry,Dark with street lights,2,5,Fatal,Truck,27,Female,90,No,Mechanical Failure
903,2023-09-19,06:43:36,Port Cheryl,Fog,Snowy,Dark with street lights,5,3,Minor,Car,27,Male,110,Yes,Drunk Driving
904,2024-09-20,21:08:17,Matthewsview,Fog,Icy,Dark with street lights,5,5,Serious,Van,77,Female,30,No,Drunk Driving
905,2024-02-20,16:48:12,East Tina,Stormy,Icy,Dark with street lights,1,0,Minor,Motorbike,56,Female,70,No,Drunk Driving
906,2023-11-28,05:25:31,Lake Calebberg,Stormy,Wet,Dark without lights,1,5,Minor,Bus,32,Male,70,No,Other
907,2024-11-27,15:24:50,Port Calvin,Windy,Dry,Daylight,4,4,Fatal,Truck,70,Male,90,Yes,Drunk Driving
908,2025-01-25,09:36:36,Port Alexchester,Stormy,Wet,Dark with street lights,5,4,Minor,Bus,29,Female,50,Yes,Overspeeding
909,2024-06-04,20:44:37,Lake Katelyn,Fog,Snowy,Dark with street lights,1,2,Fatal,Van,73,Male,50,Yes,Overspeeding
910,2024-03-24,05:33:57,Johnview,Fog,Icy,Daylight,4,4,Serious,Bicycle,56,Female,70,Yes,Other
911,2024-12-01,03:29:39,West Alexander,Windy,Snowy,Dark without lights,5,0,Minor,Motorbike,80,Female,110,Yes,Other
912,2023-06-20,21:19:15,Randallbury,Windy,Wet,Dark with street lights,1,5,Serious,Car,77,Male,50,No,Drunk Driving
913,2023-10-06,02:52:49,East Cynthia,Fog,Dry,Dark without lights,3,3,Serious,Motorbike,45,Male,90,No,Mechanical Failure
914,2023-12-18,19:27:38,Smithland,Snow,Dry,Daylight,1,5,Fatal,Car,70,Male,50,Yes,Bad Weather
915,2023-08-27,20:39:59,Kramerside,Stormy,Icy,Dark without lights,1,0,Fatal,Motorbike,57,Male,90,Yes,Overspeeding
916,2024-10-21,18:15:13,East Sarah,Rainy,Snowy,Daylight,4,1,Fatal,Motorbike,66,Female,90,Yes,Other
917,2025-04-21,20:03:04,Jacksonmouth,Clear,Snowy,Dark with street lights,5,4,Serious,Car,74,Female,90,Yes,Overspeeding
918,2024-10-12,09:13:32,Adamborough,Windy,Icy,Daylight,5,4,Fatal,Car,33,Female,50,Yes,Overspeeding
919,2023-08-03,08:54:02,West Dennischester,Windy,Icy,Dark without lights,3,1,Minor,Bicycle,32,Female,110,No,Drunk Driving
920,2025-02-14,07:58:24,Masonmouth,Windy,Wet,Dark without lights,2,1,Minor,Van,58,Female,70,No,Mechanical Failure
921,2025-03-04,12:20:30,Marieside,Stormy,Dry,Daylight,3,4,Minor,Bus,69,Male,30,Yes,Distracted Driving
922,2024-02-08,09:13:45,Jeremytown,Fog,Wet,Daylight,1,2,Minor,Van,62,Male,30,Yes,Distracted Driving
923,2025-03-05,18:37:51,Chamberstown,Rainy,Dry,Dark without lights,1,4,Serious,Van,74,Female,50,No,Mechanical Failure
924,2023-11-07,15:46:40,East David,Fog,Icy,Dark without lights,1,0,Minor,Bicycle,60,Male,90,Yes,Mechanical Failure
925,2023-11-14,13:04:29,Port Barbaraside,Fog,Dry,Daylight,1,2,Serious,Bus,38,Female,110,Yes,Drunk Driving
926,2023-10-15,02:06:46,Karenport,Rainy,Snowy,Dark with street lights,5,5,Fatal,Motorbike,21,Male,50,Yes,Overspeeding
927,2023-10-16,15:33:33,South Deniseton,Windy,Snowy,Dark with street lights,1,2,Minor,Truck,26,Male,50,No,Mechanical Failure
928,2023-08-02,22:54:00,North Christineville,Windy,Dry,Daylight,4,1,Serious,Motorbike,43,Male,30,No,Distracted Driving
929,2023-11-10,03:03:57,East John,Rainy,Dry,Dark without lights,5,2,Fatal,Truck,63,Male,110,No,Overspeeding
930,2025-03-19,14:11:11,Mcgrathview,Windy,Dry,Dark without lights,5,2,Serious,Car,20,Male,110,Yes,Mechanical Failure
931,2025-02-06,19:19:41,New Jesse,Fog,Snowy,Dark with street lights,5,0,Serious,Truck,71,Male,110,Yes,Bad Weather
932,2024-01-13,15:34:05,Hamiltonfurt,Snow,Wet,Dark without lights,1,2,Minor,Truck,30,Male,70,No,Mechanical Failure
933,2024-02-03,22:36:12,West Timothyland,Clear,Wet,Daylight,2,4,Minor,Van,53,Female,30,No,Bad Weather
934,2024-02-06,09:11:48,Lake Alyssa,Clear,Wet,Dark with street lights,2,2,Serious,Motorbike,78,Female,30,Yes,Mechanical Failure
935,2024-02-13,01:53:51,East Matthew,Snow,Icy,Daylight,3,5,Fatal,Truck,42,Male,70,No,Distracted Driving
936,2023-07-12,14:11:55,Flemingport,Windy,Icy,Dark with street lights,1,3,Serious,Truck,73,Female,50,Yes,Overspeeding
937,2024-10-20,14:04:40,New Gary,Stormy,Dry,Dark without lights,5,2,Minor,Van,72,Male,50,Yes,Mechanical Failure
938,2023-11-20,15:30:31,Eileenhaven,Windy,Icy,Dark without lights,4,2,Fatal,Van,37,Male,30,Yes,Bad Weather
939,2025-02-05,17:22:03,Christinafort,Windy,Icy,Daylight,4,2,Fatal,Van,58,Male,90,Yes,Mechanical Failure
940,2024-07-26,13:35:05,Lake Cameronchester,Fog,Snowy,Dark without lights,2,0,Serious,Van,52,Female,50,No,Other
941,2024-01-14,08:31:50,Valentineton,Rainy,Dry,Dark with street lights,1,1,Fatal,Bicycle,42,Female,30,No,Distracted Driving
942,2024-03-03,13:18:50,New Charles,Stormy,Wet,Dark with street lights,3,1,Fatal,Car,63,Female,50,Yes,Other
943,2025-02-27,02:18:36,Erinshire,Snow,Icy,Dark without lights,3,2,Serious,Car,31,Male,30,No,Bad Weather
944,2024-04-20,00:15:26,Potterhaven,Stormy,Wet,Dark with street lights,4,4,Serious,Truck,65,Male,50,Yes,Mechanical Failure
945,2025-03-23,07:33:01,New Dawn,Snow,Snowy,Dark with street lights,2,1,Serious,Bicycle,64,Male,110,No,Other
946,2023-06-30,10:38:53,Port Markport,Clear,Snowy,Daylight,3,3,Minor,Bus,55,Male,90,Yes,Mechanical Failure
947,2024-08-11,17:11:27,East Robert,Fog,Wet,Dark with street lights,3,5,Serious,Bicycle,24,Male,110,Yes,Drunk Driving
948,2024-06-04,13:41:59,Lawrencestad,Snow,Dry,Dark without lights,1,4,Serious,Car,76,Female,70,No,Drunk Driving
949,2023-10-24,15:05:58,Frenchland,Stormy,Snowy,Dark with street lights,2,3,Minor,Van,80,Female,50,No,Mechanical Failure
950,2023-08-06,17:17:18,Davisshire,Rainy,Icy,Daylight,3,4,Minor,Motorbike,71,Female,110,No,Drunk Driving
951,2025-02-27,01:20:55,North Josephland,Rainy,Icy,Dark with street lights,5,1,Fatal,Truck,39,Male,30,No,Distracted Driving
952,2023-07-26,01:19:25,Durhamstad,Fog,Snowy,Dark with street lights,1,2,Fatal,Bicycle,79,Female,90,No,Distracted Driving
953,2023-05-15,23:23:39,Amyhaven,Snow,Wet,Dark without lights,3,2,Fatal,Bicycle,24,Female,90,No,Overspeeding
954,2024-05-02,13:51:09,South Stanleytown,Snow,Icy,Dark with street lights,2,2,Serious,Car,58,Male,90,Yes,Bad Weather
955,2023-12-28,22:17:47,Perezville,Snow,Wet,Daylight,4,1,Minor,Truck,30,Male,50,No,Mechanical Failure
956,2024-05-11,21:27:09,West Danaport,Rainy,Icy,Dark with street lights,2,3,Minor,Car,80,Male,70,Yes,Distracted Driving
957,2023-10-30,14:54:36,East Thomasstad,Stormy,Wet,Daylight,3,3,Fatal,Van,23,Female,110,No,Distracted Driving
958,2024-10-09,10:13:22,Boydland,Rainy,Dry,Dark without lights,5,5,Serious,Van,66,Male,50,No,Drunk Driving
959,2023-12-31,20:09:36,Port Christine,Windy,Snowy,Daylight,3,2,Serious,Motorbike,49,Female,30,Yes,Bad Weather
960,2024-03-29,13:27:00,Port Peterchester,Rainy,Wet,Dark without lights,1,0,Serious,Bus,46,Female,50,No,Bad Weather
961,2025-02-08,02:55:09,Michaeltown,Clear,Icy,Dark without lights,4,2,Fatal,Motorbike,61,Female,30,Yes,Overspeeding
962,2024-09-07,10:50:54,Marilynland,Fog,Icy,Daylight,4,2,Serious,Bicycle,23,Male,50,No,Bad Weather
963,2023-08-19,00:48:37,Michellemouth,Snow,Icy,Daylight,1,0,Minor,Bus,23,Male,70,No,Overspeeding
964,2024-08-27,05:58:23,Alexstad,Clear,Wet,Dark without lights,5,3,Fatal,Van,80,Female,50,No,Overspeeding
965,2023-05-25,02:19:01,East Vanessamouth,Windy,Snowy,Dark without lights,2,3,Minor,Motorbike,72,Male,110,Yes,Distracted Driving
966,2024-08-28,02:30:45,Lake Robinmouth,Windy,Dry,Dark without lights,5,0,Serious,Van,68,Male,30,Yes,Drunk Driving
967,2023-07-13,16:33:05,Port William,Snow,Wet,Daylight,4,0,Serious,Van,27,Male,90,No,Mechanical Failure
968,2025-01-04,15:13:57,South Christopher,Clear,Snowy,Dark without lights,2,3,Serious,Motorbike,70,Female,70,Yes,Bad Weather
969,2024-03-25,11:39:51,Tylerfurt,Snow,Wet,Dark with street lights,2,5,Minor,Van,32,Female,30,No,Bad Weather
970,2024-06-12,01:33:01,Andersonmouth,Fog,Wet,Dark without lights,4,5,Minor,Motorbike,48,Female,30,Yes,Drunk Driving
971,2025-02-12,13:34:04,East Yolandafurt,Fog,Snowy,Dark without lights,5,2,Fatal,Bicycle,66,Male,30,Yes,Drunk Driving
972,2024-01-16,16:43:52,Jacobsport,Stormy,Wet,Daylight,4,0,Fatal,Truck,39,Male,90,No,Bad Weather
973,2024-07-30,05:39:52,Port Aimee,Rainy,Wet,Dark with street lights,3,2,Fatal,Truck,55,Male,50,No,Mechanical Failure
974,2023-08-05,05:06:17,East Christine,Clear,Wet,Dark without lights,5,1,Serious,Car,50,Female,110,Yes,Bad Weather
975,2024-05-18,01:28:24,East Brandychester,Stormy,Dry,Daylight,5,4,Fatal,Bicycle,38,Male,110,Yes,Distracted Driving
976,2025-02-08,05:45:36,North Anna,Rainy,Wet,Daylight,1,0,Minor,Bicycle,22,Female,70,Yes,Drunk Driving
977,2024-09-17,08:39:02,East Joseph,Clear,Icy,Dark without lights,5,1,Fatal,Car,72,Male,90,No,Distracted Driving
978,2024-06-15,00:34:52,Simmonsview,Snow,Snowy,Daylight,1,3,Serious,Van,75,Female,30,Yes,Overspeeding
979,2025-01-06,19:42:34,East Tammyfurt,Stormy,Dry,Daylight,4,0,Fatal,Bicycle,77,Male,90,No,Mechanical Failure
980,2024-06-29,02:15:23,Douglasshire,Stormy,Icy,Daylight,1,5,Minor,Bus,18,Male,110,Yes,Bad Weather
981,2024-08-14,13:02:51,Griffithstad,Clear,Icy,Daylight,5,5,Fatal,Motorbike,49,Male,30,Yes,Mechanical Failure
982,2023-06-14,12:12:33,Kaylaton,Stormy,Dry,Dark with street lights,4,5,Fatal,Bicycle,73,Male,110,No,Other
983,2025-02-14,08:03:34,Smithport,Stormy,Snowy,Dark without lights,4,4,Fatal,Van,42,Male,90,Yes,Bad Weather
984,2024-09-28,08:40:32,West Jameston,Clear,Icy,Daylight,3,0,Minor,Bicycle,73,Female,110,No,Overspeeding
985,2024-02-28,15:47:57,Greenburgh,Snow,Snowy,Dark with street lights,4,3,Serious,Bus,62,Female,90,No,Overspeeding
986,2023-06-05,15:02:29,Larsonville,Rainy,Snowy,Dark with street lights,1,3,Fatal,Bicycle,28,Male,90,No,Drunk Driving
987,2024-08-16,22:24:31,Thomasfort,Stormy,Dry,Daylight,5,5,Minor,Motorbike,20,Female,50,Yes,Bad Weather
988,2024-03-03,01:25:18,North Sandramouth,Clear,Snowy,Daylight,5,3,Serious,Van,35,Female,50,No,Drunk Driving
989,2024-06-11,01:03:37,South Victorburgh,Clear,Icy,Daylight,1,5,Fatal,Motorbike,31,Female,70,No,Distracted Driving
990,2024-04-17,18:18:13,Port Linda,Rainy,Wet,Dark with street lights,4,1,Minor,Van,74,Female,70,Yes,Drunk Driving
991,2024-03-02,20:46:38,New Sandratown,Clear,Icy,Dark without lights,4,3,Serious,Bus,67,Female,110,Yes,Other
992,2025-03-10,21:11:55,Woodhaven,Snow,Snowy,Daylight,3,4,Minor,Motorbike,24,Female,90,No,Other
993,2024-07-17,06:15:38,Gordonton,Clear,Snowy,Daylight,5,1,Fatal,Motorbike,42,Male,50,Yes,Drunk Driving
994,2023-10-27,17:20:56,Laurenmouth,Rainy,Dry,Dark with street lights,2,5,Serious,Motorbike,58,Male,30,Yes,Overspeeding
995,2024-05-30,12:28:07,North Dylanburgh,Windy,Icy,Dark without lights,4,4,Fatal,Truck,72,Female,30,Yes,Overspeeding
996,2024-06-15,00:01:03,Scottland,Rainy,Dry,Dark with street lights,4,3,Serious,Bicycle,76,Male,50,No,Bad Weather
997,2023-07-09,12:13:13,New Sara,Stormy,Icy,Dark with street lights,2,2,Fatal,Bicycle,48,Male,30,No,Mechanical Failure
998,2023-12-21,00:47:35,Jenniferport,Windy,Icy,Dark with street lights,3,0,Minor,Bicycle,37,Female,50,No,Overspeeding
999,2024-02-03,19:28:06,North Rebeccaview,Fog,Snowy,Dark with street lights,5,3,Minor,Truck,79,Male,70,No,Bad Weather
1000,2024-12-09,07:18:08,North Lauren,Windy,Wet,Daylight,4,2,Minor,Van,55,Male,70,No,Other
